,AGO,BOL,BRA,BDI,ECU,IDN,MDG,MWI,PNG,PRY,PER,RWA,TLS,ZWE,COG,CUB,DOM,HTI,PHL,TZA,ZMB,BEN,CMR,CAF,COL,COD,CRI,CIV,SLV,GNQ,ETH,GAB,GHA,GTM,GIN,GUY,HND,IND,JAM,KEN,LAO,LBR,MEX,NPL,NIC,NGA,PAN,SLE,LKA,THA,TGO,TTO,UGA,VEN,VNM,YEM
1911,21.641684,20.640667,24.702343,20.382895,21.836449,26.001455,22.938559,21.314554,25.24769,23.438496,19.485405,18.663021,25.336905,20.698544,24.56519,25.014523,23.714785,24.217916,25.232105,22.323858,21.336908,27.341665,24.827381,24.813215,24.604319,23.913305,24.75573,26.188334,24.701283,24.50196,23.111956,24.939339,26.93458,23.364435,25.893677,25.39347,23.769197,23.595783,24.7325,24.281141,23.631512,25.5345,20.501976,12.170935,24.971745,26.749384,25.213566,26.403605,27.105885,26.45133,26.984524,25.943333,22.576942,25.268465,24.265757,23.423574
1912,21.679262,20.412577,24.702488,20.382895,21.894058,26.063465,23.51832,21.783686,25.36606,23.612879,19.722118,18.663021,25.483929,21.495783,24.73961,25.375238,24.069893,24.55625,25.614956,22.381643,21.733387,27.841228,25.008457,24.817318,24.614065,23.942738,24.757812,26.46926,24.716667,24.85,22.612988,25.228828,27.301325,23.389881,26.32485,25.633419,23.80119,23.698069,24.988333,24.045116,23.438095,25.7765,20.199772,12.042582,24.98724,27.056839,25.213566,26.6991,26.866177,26.277029,27.433573,25.986668,22.398869,25.336224,24.160679,23.589207
1913,21.634441,19.783026,24.747656,20.382895,21.92355,25.996037,23.180655,21.760094,25.152197,22.350142,19.695194,18.663021,25.175,21.664307,24.418566,24.921547,23.463171,24.050417,25.403683,22.382603,21.787447,27.879826,24.756363,24.734211,24.600264,23.89661,24.724218,26.476727,24.484615,24.297058,22.657204,24.726427,27.417446,23.0875,26.023138,25.49579,23.563393,23.401264,24.716667,24.243069,23.133123,25.599667,20.157093,11.723272,24.84362,27.046011,25.213566,26.413965,26.601963,25.981934,27.491665,25.878332,22.383738,25.245583,23.836111,23.592617
1914,21.658785,20.010849,25.001505,20.382895,21.892029,26.086746,23.31584,22.120775,25.026175,22.5866,19.726723,18.663021,25.322025,21.966265,24.601267,24.880953,23.59785,24.102083,25.60329,22.442808,21.981962,28.309063,24.93321,24.913607,24.614914,23.961143,24.725521,26.359507,24.486538,24.643137,22.9375,25.021847,27.482086,23.094494,25.994644,25.64914,23.56741,23.540531,24.625834,24.435274,23.535015,25.582333,20.37194,11.975,24.847527,27.297745,25.213566,26.41599,26.879902,26.279446,27.840475,25.928333,22.477104,25.30189,24.261063,23.713602
1915,21.624342,20.397408,25.063795,20.382895,22.006376,26.122044,23.310978,22.10188,25.470379,22.332293,19.895758,18.663021,25.632145,21.571335,24.548733,25.055952,24.023655,24.500416,26.005701,22.4371,21.799168,27.197369,24.82693,24.873503,25.00247,23.952633,24.80625,26.21611,24.617308,24.493628,22.88779,24.921246,26.80514,23.254465,26.063168,25.925861,23.714436,23.96823,25.0875,24.367384,23.489845,25.7615,20.562634,12.738516,24.964844,26.763083,25.465311,26.68243,26.907108,26.12353,26.820715,25.985,22.45898,25.786066,24.252203,23.855225
1916,21.598059,19.86248,24.573738,20.382895,21.89681,26.017483,22.883202,21.894367,25.528788,22.036884,19.28605,18.663021,25.63512,21.590563,24.51888,24.883213,23.54785,24.075417,25.37149,22.403355,21.771397,26.9693,24.826519,24.71722,24.732107,23.90284,24.754688,25.975307,24.53077,24.492157,22.64118,24.896246,26.536526,23.149405,25.70015,25.75292,23.644793,23.61376,24.889166,24.35,23.273739,25.614002,20.80595,12.613923,24.923828,26.726068,25.305038,26.46757,26.425243,25.897442,26.566666,25.779999,22.374434,25.475138,23.941618,23.819904
1917,21.61639,19.57742,24.081936,20.382895,21.813768,25.89649,22.761938,21.888851,25.493296,22.021355,19.43504,18.663021,25.381548,21.502712,24.529747,24.735477,23.385754,23.935417,25.254385,22.408562,21.768147,27.073978,24.826807,24.714031,24.378376,23.907852,24.751562,26.005,24.659616,24.493628,22.666939,24.90563,26.667603,23.135862,25.64122,25.60043,23.76741,22.957111,24.61,24.400215,23.037535,25.4825,20.58683,11.635162,24.976954,26.742783,25.126356,26.287388,26.38407,25.767857,26.682858,25.920002,22.370146,25.139868,23.707376,23.827763
1918,21.407848,20.495066,24.573418,20.382895,21.86587,25.81522,22.996859,21.420305,24.8575,22.201042,19.81491,18.663021,25.324406,20.667871,24.536655,25.03119,23.37258,23.938334,25.067677,22.359726,21.112553,26.997517,24.826807,24.755436,24.429054,23.866459,24.78828,25.84994,24.801922,24.493137,22.737324,24.91081,26.554361,23.501785,25.530357,25.724915,23.91622,23.497814,24.834166,24.411566,23.34937,25.337168,20.608353,12.092785,25.091276,26.73027,25.114729,26.093918,26.581615,26.058369,26.596191,25.928333,22.39725,25.189003,23.921791,23.828886
1919,21.538532,21.245546,24.992315,20.382895,21.864637,26.058826,23.189716,21.49953,24.964508,23.057766,19.810884,18.663021,25.254763,20.932981,24.560497,25.020596,23.605106,24.130833,25.652851,22.362398,21.29293,27.52807,24.82693,24.958757,24.598719,23.93293,24.750782,26.219753,24.677563,24.493628,23.001032,24.93078,27.19042,23.327827,25.786682,25.76151,23.75506,23.56027,24.68,24.432615,23.718977,25.240334,20.272964,11.969715,24.960155,26.816406,25.213566,25.979504,26.871323,26.450104,27.185238,25.755,22.51157,25.262978,24.356464,23.853237
1920,21.59936,20.853897,24.629692,20.382895,21.792103,26.046621,22.994246,22.0777,25.283297,22.847631,19.437492,18.663021,25.684525,21.64011,24.53465,24.995714,23.648655,24.1575,25.575481,22.437168,21.761854,27.52807,24.826807,24.720215,24.596624,23.908726,24.75625,26.286789,24.70641,24.493137,22.637676,24.909685,27.204285,23.355656,25.683706,25.722336,23.770832,23.676598,24.680834,24.393536,23.492718,25.348167,20.483938,12.179878,24.972004,26.816406,25.213566,26.109684,27.089214,26.204166,27.185238,25.779999,22.361568,25.26291,24.161446,23.81494
1921,21.628864,20.623943,24.334965,20.382895,21.741957,25.961288,22.925098,21.782042,25.28659,22.866951,19.093786,18.663021,25.527975,21.244528,24.53481,25.038334,23.512634,23.997501,25.38601,22.412807,21.654947,27.52807,24.826847,24.815886,24.280523,23.925629,24.760157,26.2579,24.575642,24.493628,22.829693,24.909685,27.194004,23.19747,25.715403,25.536255,23.726042,23.950527,24.817501,24.523384,23.458614,25.296665,20.578634,12.300406,25.003906,26.816406,25.060465,26.05383,26.548529,25.9201,27.185238,25.801666,22.422895,24.996016,24.079884,23.827461
1922,21.769075,20.620602,24.371807,20.382895,21.870653,25.94628,22.73717,22.078053,25.25322,22.643986,19.789679,18.663021,25.280952,22.04277,24.534758,24.833214,23.292742,23.651667,25.582018,22.45162,22.085217,27.29269,24.826847,24.888704,24.296814,23.971294,24.798176,26.145618,24.914103,24.493628,22.983957,24.909008,26.932867,23.65372,25.702457,25.333075,24.017113,23.738632,24.6575,24.712894,23.712046,25.4025,20.595173,12.621748,25.145832,26.778538,25.030231,26.186712,26.443872,26.143137,26.925476,25.586666,22.481554,24.867214,24.370258,23.824438
1923,21.619438,20.545315,24.37411,20.382895,21.78174,25.913263,23.43922,21.89378,24.935719,22.834187,19.705418,18.663021,25.207737,21.591867,24.530064,24.928215,23.37258,23.82375,25.315044,22.414293,21.738817,27.065058,24.985222,24.90039,24.318213,23.93239,24.767187,26.10463,24.771152,24.478432,22.742348,24.912388,26.777414,23.45491,25.85491,25.299828,23.934078,23.723156,24.790834,24.416702,23.462185,25.462,20.494717,12.707215,25.11198,26.94086,25.079845,26.331305,26.251226,25.833124,26.624762,25.47,22.447895,24.856056,24.172031,23.815155
1924,21.56781,20.740667,24.255426,20.382895,21.856594,25.936886,23.21035,21.751057,25.415264,22.437359,19.701473,18.663021,25.577976,21.244478,24.52537,25.422977,24.078495,24.68,25.589869,22.439566,21.582903,26.971638,24.903408,24.962238,24.496927,23.934551,24.79922,26.23,24.694231,24.44804,23.129536,24.906532,26.974377,23.340626,25.635937,25.404125,23.880953,23.88747,25.135834,24.867493,23.657633,25.207167,20.356565,12.756707,25.098438,26.78338,25.197674,25.907883,26.493137,26.025875,26.61143,25.588333,22.513674,25.043465,24.35072,23.846373
1925,21.447851,20.73558,24.437939,20.382895,21.751884,25.812534,23.358202,21.643896,24.995075,22.891998,19.738337,18.663021,25.146427,20.996334,24.518988,25.547739,23.941397,24.554585,25.403202,22.411324,21.330322,26.625732,24.623852,24.81429,24.324322,23.892305,24.795574,25.804815,24.66859,24.378922,22.916063,24.897823,26.606464,23.298958,25.54189,25.468386,23.93125,23.428976,25.184166,24.619612,23.210855,25.018833,20.518167,12.012703,25.173046,26.255484,25.06686,25.882431,26.322058,25.868032,26.308096,25.598333,22.445955,24.963547,23.882137,23.828022
1926,21.566181,21.18487,24.772419,20.382895,21.986013,26.039835,23.855091,21.741901,25.500038,23.629261,20.104689,18.663021,25.608929,21.358334,24.547733,25.444405,24.218012,24.865833,25.583597,22.415045,21.558468,27.342106,25.06876,24.919987,24.775095,23.927593,24.819792,26.417776,24.771152,24.546568,22.92093,24.930029,27.433334,23.459524,25.815624,25.638058,23.875744,23.60773,25.2125,24.524137,23.760715,25.650501,20.693266,12.057622,25.059635,27.098576,25.332752,26.397074,26.633087,26.416702,27.043331,25.885,22.461811,25.372519,24.359484,23.835709
1927,21.535862,20.800999,24.338501,20.382895,21.862827,25.97557,23.252745,21.546478,25.225304,22.838352,20.044434,18.663021,25.58988,21.064407,24.533545,24.908215,23.631989,24.169167,25.714428,22.385777,21.39008,26.920029,25.052586,24.96735,24.32864,23.924814,24.658333,25.693518,24.91282,24.516666,23.011234,24.914791,26.70989,23.6439,25.309225,25.096563,23.886013,23.497974,24.619167,24.50072,23.508404,25.149668,20.93098,12.102947,24.951302,26.979202,24.985077,25.976353,26.37157,26.045517,26.512619,25.395,22.487865,24.712273,24.20771,23.849567
1928,21.682207,21.019625,24.549429,20.382895,21.872536,25.980175,23.38049,21.801525,25.315758,22.91662,20.061333,18.663021,25.475595,21.644829,24.519989,24.69619,23.671238,24.182917,25.785526,22.434704,21.849167,26.725733,24.728449,24.955013,24.438782,23.96312,24.665886,25.436296,24.845512,24.384804,23.181114,24.901728,26.403503,23.569197,25.1093,25.236082,23.75119,23.883701,24.561666,24.722952,23.654272,24.828833,20.846018,12.639837,24.852734,26.462015,25.131588,25.66036,26.658335,26.171885,26.326904,25.505001,22.522572,24.911726,24.415949,23.775692
1929,21.64002,20.781376,24.388468,20.382895,21.892826,25.790817,23.474768,21.84026,24.902271,22.802982,20.001177,18.663021,25.26012,21.379017,24.515507,25.067501,23.73871,24.403334,25.34544,22.41815,21.750511,26.554386,24.502544,24.79466,24.482069,23.926937,24.721874,25.715,24.954487,24.328922,22.869587,24.888739,26.585514,23.687054,25.161385,25.166323,23.900745,23.681957,24.829166,24.432184,23.74664,24.869,20.586245,12.432825,24.971745,26.061728,25.162598,25.644596,26.306128,26.101156,26.285477,25.4,22.443285,24.86086,24.53003,23.782686
1930,21.56554,21.001747,24.692787,20.382895,21.907173,25.95023,23.062038,21.532629,25.036478,23.45033,19.917015,18.663021,25.399405,21.038855,24.530855,24.830477,23.833872,24.315834,25.77566,22.358631,21.500618,27.93655,25.049303,24.815266,24.540989,23.90008,24.701302,25.789013,24.610897,24.568628,22.664953,24.913588,27.243612,23.259375,25.26503,25.550085,23.646578,23.544895,24.709166,24.212858,23.505533,24.817501,20.578167,12.285162,24.865364,27.280981,25.168798,25.490541,26.409557,26.087078,27.512619,25.843332,22.396116,25.22723,24.280556,23.755527
1931,21.821136,21.049099,24.63292,20.382895,21.998985,26.042948,22.751587,22.000706,24.818712,23.06662,20.0,18.663021,25.541668,21.880322,24.549103,24.75238,24.189516,24.483334,26.129166,22.43888,22.0118,27.697659,25.291544,24.951204,24.790478,23.96709,24.976042,26.325989,24.959616,24.641666,22.952862,24.93063,27.56651,23.489582,25.834599,25.656528,23.930357,23.924465,24.655,24.586422,24.066946,25.052,20.521076,12.684553,25.15755,27.607574,25.436626,25.658783,26.672058,26.41593,27.450714,26.039999,22.453318,25.48108,24.836685,23.766277
1932,21.672644,21.087538,24.742476,20.382895,21.866884,25.877186,22.898643,21.66561,25.350077,23.725,19.902254,18.663021,25.463095,21.285892,24.560863,24.955595,24.051882,24.385834,25.628246,22.38815,21.616856,28.197369,25.194212,24.914356,24.50279,23.93529,24.809376,26.389074,24.879488,24.629412,22.861916,24.94039,27.762539,23.523363,25.735119,25.616323,23.923363,23.789661,24.66,24.458261,23.451471,25.179667,20.496006,12.741667,25.073698,27.544088,25.215893,25.841892,26.310785,26.207281,27.87857,25.951666,22.435436,25.2773,24.027538,23.679016
1933,21.745495,20.851612,24.408184,20.382895,21.828335,25.901577,22.900232,21.57899,25.452349,24.073437,19.80691,18.663021,25.394642,21.218624,24.573627,25.374166,24.291935,24.867916,25.777325,22.386211,21.62422,28.043713,24.959564,25.008625,24.511143,23.976316,24.655468,26.352594,24.726923,24.566668,23.078796,24.94392,27.606543,23.422024,25.9375,25.172337,23.932142,23.357872,25.395832,24.522738,23.603361,25.239,20.745361,12.222358,25.08112,27.16135,25.152325,26.023874,26.16005,26.290722,27.696905,25.465,22.528236,25.03397,24.292194,23.641191
1934,21.768625,20.841341,24.358976,20.29035,21.770943,25.846237,22.750134,21.55892,25.484621,23.795313,19.822035,18.603645,25.368452,21.61536,24.557648,24.99631,24.027958,24.60375,25.45829,22.27815,21.74836,27.717106,25.146347,24.945507,24.448624,23.913542,24.632551,26.424877,24.784616,24.562254,22.896847,24.935585,27.448599,23.356548,25.836086,25.205755,23.951637,23.516634,25.170834,24.438435,23.183544,25.200167,20.930254,12.468597,25.109896,27.367594,25.093605,25.831982,26.315441,25.990723,27.264286,25.485,22.454126,25.082855,23.863218,23.704836
1935,21.638184,21.116186,24.552368,20.366667,21.845144,25.939123,22.948315,21.302464,25.344204,24.02017,19.860338,18.652605,25.33512,20.906927,24.544674,25.059763,23.875538,24.506666,25.741009,22.28516,21.549328,27.659943,25.199673,24.950228,24.557447,23.922169,24.621355,26.140615,24.642307,24.57745,22.94155,24.925226,27.151402,23.289286,25.800817,25.390808,23.822025,23.52776,25.153334,24.44321,23.937466,25.026,20.74118,12.565346,24.998177,27.443995,25.135853,25.73063,26.450735,26.610678,27.124287,25.585001,22.475647,25.151844,24.583189,23.845509
1936,21.486174,21.374079,24.793364,20.37851,21.97703,25.994913,23.145535,21.595776,25.350948,24.224857,19.929358,18.65625,25.615475,20.955772,24.524841,25.228214,24.174192,24.783333,25.849957,22.370823,21.399193,26.913448,24.941954,24.930012,24.79691,23.90289,25.1375,26.358517,25.29295,24.472057,23.010942,24.903904,27.024067,23.855953,25.718006,25.501461,24.35878,23.571238,25.272501,24.429884,23.42297,25.220165,20.909763,12.15752,25.539192,26.83547,25.590893,25.89054,26.601227,26.244818,26.561905,25.731668,22.479046,25.299454,24.050861,23.73152
1937,21.432537,21.352228,24.749926,20.357456,21.89848,25.99744,23.209324,21.62582,25.574545,23.95213,20.24261,18.641146,25.352976,21.081728,24.574684,25.274881,24.286558,24.7975,25.922674,22.494703,21.115,28.504532,25.068392,24.932423,24.736782,23.890596,24.930988,26.795248,24.98077,24.584314,23.047703,24.947224,28.031307,23.561161,26.059525,25.547422,24.037052,23.450367,25.1175,24.708046,23.889215,25.485668,20.883026,12.321036,25.216145,27.452444,25.406395,26.241665,26.72157,26.344397,28.103094,26.376667,22.496359,25.386112,24.55474,23.750519
1938,21.681652,21.111616,24.633394,20.451756,21.854202,25.93978,23.212732,21.776525,25.225643,23.71288,20.146156,18.703125,25.404167,21.452862,24.552742,24.979525,23.719624,24.284166,25.774256,22.491917,21.739113,28.39883,25.214943,24.951008,24.515404,23.96937,24.475,26.906422,24.214102,24.639215,22.949669,24.934383,28.313084,22.849108,26.191814,25.292526,23.324108,23.627926,24.659166,24.467134,23.341597,25.389,20.896355,12.52561,24.59961,27.646557,25.135658,26.109009,26.687256,25.845867,28.227856,25.818333,22.47945,25.174522,24.1602,23.782902
1939,21.8149,21.354416,24.676409,20.354385,21.85326,25.843466,23.202612,21.360682,25.328335,23.905397,20.214016,18.646875,25.13512,20.520182,24.545094,24.995237,23.780914,24.295834,25.745657,22.389795,21.446856,27.93728,25.169416,24.959179,24.572021,23.95391,24.657812,26.690928,24.592308,24.620098,23.15477,24.926426,27.910046,23.209225,26.145908,25.469845,23.659822,23.672153,24.7875,24.638111,23.260645,25.382666,20.831318,12.544919,24.859766,27.44492,25.215893,26.133335,26.458088,25.78512,27.78095,25.468334,22.49741,25.211452,24.101484,23.774914
1940,22.069733,21.628706,24.92098,20.361403,21.839928,25.897694,22.695536,21.550821,25.298296,24.123768,20.453363,18.65573,25.033928,21.390461,24.555538,24.716906,24.232527,24.639584,25.849298,22.459703,21.81438,27.52807,24.82693,24.922852,24.518854,23.99664,24.756771,26.348026,24.576283,24.493628,23.41324,24.926126,27.213474,23.15253,26.03274,25.987803,23.695387,23.644695,25.005833,24.7889,23.712605,25.441166,21.043892,12.381301,24.957031,26.816406,25.331007,26.259235,26.836273,26.159872,27.185238,26.161667,22.662622,25.782856,24.450336,23.836744
1941,22.27015,21.249962,25.087818,20.730701,22.180145,26.004648,23.069643,21.946245,24.787462,23.527082,20.811464,19.047396,24.893452,21.71275,25.144619,25.169167,24.264515,24.724167,25.93421,22.66927,22.01207,28.571198,25.726313,25.564192,25.185635,24.46649,25.120832,26.812717,24.641666,25.214214,23.022371,25.515465,27.998444,23.231697,26.363764,26.076975,23.800447,24.370388,25.039165,24.862104,24.256443,25.795666,21.193573,13.162806,25.177996,27.934046,25.956202,26.5009,26.900736,26.977276,28.115952,26.208334,22.880259,26.058426,24.83841,23.775173
1942,22.173094,21.020622,24.88943,20.50614,21.843405,25.86908,22.904696,22.094366,25.619812,23.396923,20.796272,18.84323,25.65595,21.8251,24.968407,25.216785,24.40672,24.804167,25.748333,22.64073,22.112797,28.109503,25.570936,25.476887,24.615536,24.288404,24.732813,26.445927,24.435898,24.914707,22.877045,25.254654,27.622742,23.082888,26.115849,26.157043,23.621876,23.933065,25.127499,24.781826,23.85259,25.475666,21.156128,12.964635,24.884504,27.598337,25.418411,26.345043,26.800735,26.21026,27.695953,26.2,22.733171,25.810658,24.517433,23.539639
1943,21.872784,21.110369,24.662493,20.428947,22.466885,25.701183,22.489418,21.544483,25.113256,23.759327,21.15608,18.75573,24.929167,21.285892,24.500105,24.885834,23.805376,24.248333,25.533377,22.452282,21.791183,27.65234,24.974876,24.883953,24.546795,23.98978,24.286457,26.162409,23.696795,24.414707,22.43462,24.78949,27.167679,22.462053,25.777903,25.800602,22.932737,23.624098,24.682499,24.74673,23.492786,25.375834,21.270958,12.983538,24.290495,26.978205,25.116474,26.222523,26.353678,25.839182,27.245953,25.836666,22.698626,25.391575,24.233429,23.189724
1944,22.00577,21.54835,24.960236,20.517982,22.88203,25.824387,22.901224,21.878756,25.1,24.89716,21.182869,18.826563,24.833927,21.517872,24.883915,24.94131,23.73898,24.160418,25.75035,22.648014,21.839571,27.78509,25.143597,24.975716,24.64472,24.163776,24.520052,26.62648,24.089743,24.812746,22.860922,25.267567,27.568768,22.919792,26.265997,25.963404,23.189137,23.620356,24.494999,24.80995,23.620937,25.661,21.052841,12.761077,24.53255,27.008667,25.23876,26.520947,26.490686,26.210224,27.488333,26.008335,22.694094,25.526775,24.220116,23.594128
1945,21.851698,20.952457,24.751871,20.435965,22.545942,25.83521,22.818022,21.55634,25.232426,24.374527,20.896471,18.74375,24.617262,20.969076,24.827003,24.879286,23.46156,23.897917,25.707937,22.57468,21.645779,27.448391,24.982922,24.956055,24.667439,24.086508,24.619532,26.560925,24.304487,24.768137,22.578758,25.230856,27.339407,23.282738,26.316593,25.916065,23.726786,23.388674,24.305834,24.795403,23.520939,25.727167,21.426847,12.427338,24.905079,26.699335,25.344769,26.595947,26.586521,26.194082,27.213572,25.86,22.634466,25.367283,24.07524,23.367487
1946,21.660206,20.692225,24.82267,20.299562,22.360798,25.832071,22.8458,21.559391,24.925304,23.745502,20.373543,18.559895,24.542263,21.523996,24.744778,25.196547,23.586021,23.995832,25.98706,22.525,21.719488,27.361258,25.071674,25.050066,24.657259,24.032085,24.71276,26.2729,24.339102,24.57255,23.090168,25.022747,27.074223,23.284822,26.072247,25.696133,23.86637,23.866854,24.4675,24.810345,23.815056,25.483166,21.294933,13.053354,25.033464,26.778254,25.503681,26.29099,26.702206,26.352558,27.043095,25.718332,22.312946,25.312819,24.564943,23.598747
1947,21.663929,20.405453,24.613426,20.372807,21.894566,25.885052,22.941866,21.663263,25.451591,23.635275,20.041203,18.657812,24.739285,21.823645,25.129852,25.220238,24.025,24.470417,26.31456,22.44879,21.630457,27.777777,25.368433,25.326887,24.725641,24.174637,24.555988,26.440125,24.28782,25.14853,23.191238,25.613888,27.440968,23.36235,26.154242,26.032043,24.010862,23.979204,24.8325,24.674067,23.858402,25.392666,21.137247,13.251727,25.045443,27.135376,25.302519,26.137613,26.562256,26.603954,27.431906,25.885,22.361004,25.71694,24.260345,23.485493
1948,21.510517,20.691437,24.73713,20.27807,22.153189,25.958263,23.028473,21.769249,25.171741,24.174574,19.85439,18.547396,24.575,21.35487,24.682278,25.524286,24.129839,24.657917,25.789474,22.403355,21.474463,27.20702,24.703121,24.841015,24.740234,23.98805,24.483593,26.14679,24.13077,24.582354,22.682457,25.124775,27.024765,23.163244,25.807886,25.648626,23.644344,23.855633,24.985,24.377659,23.736694,25.219667,21.34852,12.883537,24.795574,26.471746,25.239342,25.863064,26.783335,26.341389,26.932858,26.05,22.213673,25.367146,24.313889,23.523014
